Mach,alpha_deg,Reynolds,CA
0.4,12.0,50000000,0.233
0.4,12.0,75000000,0.226
0.4,12.0,100000000,0.222
0.4,14.0,10000,0.867
0.4,14.0,40000,0.605
0.4,14.0,100000,0.498
0.4,14.0,500000,0.376
0.4,14.0,1000000,0.340
0.4,14.0,10000000,0.262
0.4,14.0,20000000,0.246
0.4,14.0,50000000,0.229
0.4,14.0,75000000,0.222
0.4,14.0,100000000,0.218
0.4,16.0,10000,0.858
0.4,16.0,40000,0.597
0.4,16.0,100000,0.490
0.4,16.0,500000,0.369
0.4,16.0,1000000,0.334
0.4,16.0,10000000,0.255
0.4,16.0,20000000,0.240
0.4,16.0,50000000,0.222
0.4,16.0,75000000,0.216
0.4,16.0,100000000,0.212
0.4,18.0,10000,0.846
0.4,18.0,40000,0.586
0.4,18.0,100000,0.480
0.4,18.0,500000,0.359
0.4,18.0,1000000,0.324
0.4,18.0,10000000,0.246
0.4,18.0,20000000,0.231
0.4,18.0,50000000,0.214
0.4,18.0,75000000,0.207
0.4,18.0,100000000,0.203
0.4,20.0,10000,0.830
0.4,20.0,40000,0.572
0.4,20.0,100000,0.466
0.4,20.0,500000,0.347
0.4,20.0,1000000,0.312
0.4,20.0,10000000,0.234
0.4,20.0,20000000,0.219
0.4,20.0,50000000,0.202
0.4,20.0,75000000,0.195
0.4,20.0,100000000,0.191
0.5,0.0,10000,0.892
0.5,0.0,40000,0.624
0.5,0.0,100000,0.513
0.5,0.0,500000,0.389
0.5,0.0,1000000,0.353
0.5,0.0,10000000,0.273
0.5,0.0,20000000,0.256
0.5,0.0,50000000,0.239
0.5,0.0,75000000,0.232
0.5,0.0,100000000,0.228
0.5,2.0,10000,0.891
0.5,2.0,40000,0.624
0.5,2.0,100000,0.514
0.5,2.0,500000,0.389
0.5,2.0,1000000,0.353
0.5,2.0,10000000,0.273
0.5,2.0,20000000,0.257
0.5,2.0,50000000,0.239
0.5,2.0,75000000,0.232
0.5,2.0,100000000,0.228
0.5,4.0,10000,0.891
0.5,4.0,40000,0.623
0.5,4.0,100000,0.513
0.5,4.0,500000,0.389
0.5,4.0,1000000,0.353
0.5,4.0,10000000,0.273
0.5,4.0,20000000,0.256
0.5,4.0,50000000,0.239
0.5,4.0,75000000,0.232
0.5,4.0,100000000,0.228
0.5,6.0,10000,0.889
0.5,6.0,40000,0.622
0.5,6.0,100000,0.512
0.5,6.0,500000,0.388
0.5,6.0,1000000,0.352
0.5,6.0,10000000,0.272
0.5,6.0,20000000,0.256
0.5,6.0,50000000,0.238
0.5,6.0,75000000,0.232
0.5,6.0,100000000,0.227
0.5,8.0,10000,0.886
0.5,8.0,40000,0.620
0.5,8.0,100000,0.510
0.5,8.0,500000,0.387
0.5,8.0,1000000,0.351
0.5,8.0,10000000,0.271
0.5,8.0,20000000,0.255
0.5,8.0,50000000,0.237
0.5,8.0,75000000,0.231
0.5,8.0,100000000,0.226
0.5,10.0,10000,0.883
0.5,10.0,40000,0.617
0.5,10.0,100000,0.508
0.5,10.0,500000,0.385
0.5,10.0,1000000,0.349
0.5,10.0,10000000,0.269
0.5,10.0,20000000,0.253
0.5,10.0,50000000,0.236
0.5,10.0,75000000,0.229
0.5,10.0,100000000,0.225
0.5,12.0,10000,0.877
0.5,12.0,40000,0.613
0.5,12.0,100000,0.504
0.5,12.0,500000,0.381
0.5,12.0,1000000,0.345
0.5,12.0,10000000,0.266
0.5,12.0,20000000,0.250
0.5,12.0,50000000,0.233
0.5,12.0,75000000,0.226
0.5,12.0,100000000,0.222
0.5,14.0,10000,0.870
0.5,14.0,40000,0.607
0.5,14.0,100000,0.498
0.5,14.0,500000,0.376
0.5,14.0,1000000,0.340
0.5,14.0,10000000,0.262
0.5,14.0,20000000,0.246
0.5,14.0,50000000,0.228
0.5,14.0,75000000,0.222
0.5,14.0,100000000,0.218
0.5,16.0,10000,0.861
0.5,16.0,40000,0.598
0.5,16.0,100000,0.491
0.5,16.0,500000,0.369
0.5,16.0,1000000,0.334
0.5,16.0,10000000,0.255
0.5,16.0,20000000,0.239
0.5,16.0,50000000,0.222
0.5,16.0,75000000,0.216
0.5,16.0,100000000,0.211
0.5,18.0,10000,0.849
0.5,18.0,40000,0.587
0.5,18.0,100000,0.480
0.5,18.0,500000,0.359
0.5,18.0,1000000,0.324
0.5,18.0,10000000,0.246
0.5,18.0,20000000,0.230
0.5,18.0,50000000,0.213
0.5,18.0,75000000,0.207
0.5,18.0,100000000,0.203
0.5,20.0,10000,0.833
0.5,20.0,40000,0.573
0.5,20.0,100000,0.466
0.5,20.0,500000,0.346
0.5,20.0,1000000,0.311
0.5,20.0,10000000,0.234
0.5,20.0,20000000,0.218
0.5,20.0,50000000,0.201
0.5,20.0,75000000,0.195
0.5,20.0,100000000,0.191
0.6,0.0,10000,0.895
0.6,0.0,40000,0.625
0.6,0.0,100000,0.514
0.6,0.0,500000,0.389
0.6,0.0,1000000,0.353
0.6,0.0,10000000,0.272
0.6,0.0,20000000,0.256
0.6,0.0,50000000,0.238
0.6,0.0,75000000,0.231
0.6,0.0,100000000,0.227
0.6,2.0,10000,0.895
0.6,2.0,40000,0.625
0.6,2.0,100000,0.514
0.6,2.0,500000,0.389
0.6,2.0,1000000,0.353
0.6,2.0,10000000,0.272
0.6,2.0,20000000,0.256
0.6,2.0,50000000,0.238
0.6,2.0,75000000,0.231
0.6,2.0,100000000,0.227
0.6,4.0,10000,0.894
0.6,4.0,40000,0.624
0.6,4.0,100000,0.514
0.6,4.0,500000,0.389
0.6,4.0,1000000,0.352
0.6,4.0,10000000,0.272
0.6,4.0,20000000,0.256
0.6,4.0,50000000,0.238
0.6,4.0,75000000,0.231
0.6,4.0,100000000,0.227
0.6,6.0,10000,0.893
0.6,6.0,40000,0.623
0.6,6.0,100000,0.513
0.6,6.0,500000,0.388
0.6,6.0,1000000,0.352
0.6,6.0,10000000,0.271
0.6,6.0,20000000,0.255
0.6,6.0,50000000,0.237
0.6,6.0,75000000,0.231
0.6,6.0,100000000,0.226
0.6,8.0,10000,0.890
0.6,8.0,40000,0.621
0.6,8.0,100000,0.511
0.6,8.0,500000,0.387
0.6,8.0,1000000,0.350
0.6,8.0,10000000,0.270
0.6,8.0,20000000,0.254
0.6,8.0,50000000,0.236
0.6,8.0,75000000,0.230
0.6,8.0,100000000,0.225
0.6,10.0,10000,0.886
0.6,10.0,40000,0.618
0.6,10.0,100000,0.508
0.6,10.0,500000,0.385
0.6,10.0,1000000,0.348
0.6,10.0,10000000,0.268
0.6,10.0,20000000,0.252
0.6,10.0,50000000,0.235
0.6,10.0,75000000,0.228
0.6,10.0,100000000,0.224
0.6,12.0,10000,0.881
0.6,12.0,40000,0.614
0.6,12.0,100000,0.504
0.6,12.0,500000,0.381
0.6,12.0,1000000,0.345
0.6,12.0,10000000,0.265
0.6,12.0,20000000,0.249
0.6,12.0,50000000,0.232
0.6,12.0,75000000,0.225
0.6,12.0,100000000,0.221
0.6,14.0,10000,0.874
0.6,14.0,40000,0.608
0.6,14.0,100000,0.499
0.6,14.0,500000,0.376
0.6,14.0,1000000,0.340
0.6,14.0,10000000,0.261
0.6,14.0,20000000,0.245
0.6,14.0,50000000,0.228
0.6,14.0,75000000,0.221
0.6,14.0,100000000,0.217
0.6,16.0,10000,0.864
0.6,16.0,40000,0.600
0.6,16.0,100000,0.491
0.6,16.0,500000,0.369
0.6,16.0,1000000,0.333
0.6,16.0,10000000,0.254
0.6,16.0,20000000,0.239
0.6,16.0,50000000,0.221
0.6,16.0,75000000,0.215
0.6,16.0,100000000,0.210
0.6,18.0,10000,0.852
0.6,18.0,40000,0.588
0.6,18.0,100000,0.481
0.6,18.0,500000,0.359
0.6,18.0,1000000,0.323
0.6,18.0,10000000,0.245
0.6,18.0,20000000,0.230
0.6,18.0,50000000,0.212
0.6,18.0,75000000,0.206
0.6,18.0,100000000,0.201
0.6,20.0,10000,0.836
0.6,20.0,40000,0.574
0.6,20.0,100000,0.467
0.6,20.0,500000,0.346
0.6,20.0,1000000,0.310
0.6,20.0,10000000,0.233
