Mach,alpha_deg,delta_deg,CNd,CMd
0.8,2.0,2.0,1.1172677005051046,7.2479161084049135
0.8,4.0,2.0,1.2891550390443502,6.789549872300255
0.8,8.0,2.0,1.9480565034447943,4.640958140559666
0.8,12.0,2.0,1.375098708313977,4.26853557372463
0.8,16.0,2.0,0.916732472209318,3.3804509912718537
0.8,20.0,2.0,0.8021409131831532,2.578310078088713
1.2,0.0,2.0,0.888084582452776,9.110028942580088
1.2,2.0,2.0,0.9740282517223987,8.88084582452776
1.2,4.0,2.0,1.2605071492878122,7.849521793292278
1.2,8.0,2.0,2.0053522829578765,4.812845479098913
1.2,12.0,2.0,1.575633936609762,5.4717469434993635
1.2,16.0,2.0,1.3178029288008881,5.4717469434993635
1.2,20.0,2.0,1.403746598070515,4.325831353237709
2.0,0.0,2.0,0.544309905374282,3.724225668350351
2.0,2.0,2.0,0.6016056848873649,3.7528735581068924
2.0,4.0,2.0,0.8021409131831532,3.2372115424891508
2.0,8.0,2.0,1.1459155902616474,1.9480565034447943
2.0,12.0,2.0,0.945380361965856,2.6929016371148653
2.0,16.0,2.0,0.916732472209318,2.8074931961410363
2.0,20.0,2.0,1.0313240312354828,2.1199438419840413
3.0,0.0,2.0,0.40107045659157625,2.1199438419840457
3.0,2.0,2.0,0.4297183463481178,2.0626480624709638
3.0,4.0,2.0,0.5156620156177397,1.7188733853924696
3.0,8.0,2.0,0.7448451336700709,1.0313240312354794
3.0,12.0,2.0,0.6589014644004505,1.6615776058793887
3.0,16.0,2.0,0.6589014644004377,1.7761691649055535
3.0,20.0,2.0,0.7161972439135392,1.2032113697747235
5.0,0.0,2.0,0.34377467707849396,0.6875493541569879
5.0,2.0,2.0,0.34377467707849424,0.6875493541569879
5.0,4.0,2.0,0.4297183463481178,0.5729577951308233
5.0,8.0,2.0,0.5729577951308237,0.4010704565915766
5.0,12.0,2.0,0.5729577951308237,0.7448451336700709
5.0,16.0,2.0,0.6302535746439061,0.7448451336700709
5.0,20.0,2.0,0.6589014644004377,0.5443099053742794
7.0,0.0,2.0,0.2578310078088704,0.40107045659157625
7.0,2.0,2.0,0.2578310078088707,0.4297183463481174
7.0,4.0,2.0,0.31512678732195304,0.37242256683503505
7.0,8.0,2.0,0.458366236104659,0.31512678732195226
7.0,12.0,2.0,0.5156620156177414,0.6302535746439061
7.0,16.0,2.0,0.5729577951308237,0.6302535746439061
7.0,20.0,2.0,0.6875493541569885,0.5156620156177414
9.0,0.0,2.0,0.20053522829578813,0.2864788975654116
9.0,2.0,2.0,0.2005352282957879,0.3151267873219529
9.0,4.0,2.0,0.2578310078088691,0.31512678732195276
9.0,8.0,2.0,0.4297183463481178,0.31512678732195304
9.0,12.0,2.0,0.458366236104659,0.6589014644004473
9.0,16.0,2.0,0.5443099053742857,0.6302535746439061
9.0,20.0,2.0,0.6302535746438997,0.5156620156177414
11.0,0.0,2.0,0.1432394487827058,0.2291831180523293
11.0,2.0,2.0,0.17188733853924712,0.28647889756541167
11.0,4.0,2.0,0.2578310078088707,0.28647889756541167
11.0,8.0,2.0,0.4010704565915766,0.31512678732195265
11.0,12.0,2.0,0.28647889756541184,0.4010704565915758
11.0,16.0,2.0,0.48701412586119697,0.6016056848873649
11.0,20.0,2.0,0.5156620156177477,0.4870141258612002
13.0,0.0,2.0,0.1432394487827058,0.20053522829578813
13.0,2.0,2.0,0.17188733853924712,0.2578310078088703
13.0,4.0,2.0,0.17188733853924712,0.2291831180523293
13.0,8.0,2.0,0.34377467707849424,0.17188733853924712
13.0,12.0,2.0,0.3724225668350386,0.6302535746439053
13.0,16.0,2.0,0.42971834634812095,0.5443099053742826
13.0,20.0,2.0,0.6302535746439124,0.6016056848873649
0.3,0.0,4.0,1.0026761414789407,6.503070974734844
0.3,2.0,4.0,1.0742958658702937,6.460099140100032
0.3,4.0,4.0,1.2175353146529988,6.102000518143267
0.3,8.0,4.0,1.718873385392468,4.039352455672304
0.3,12.0,4.0,1.0456479761137518,3.2085636527326082
0.3,16.0,4.0,0.6159296297656371,2.134267786862317
0.3,20.0,4.0,0.38674651171330127,1.3034789839226193
0.5,0.0,4.0,1.0026761414789407,6.589014644004467
0.5,2.0,4.0,1.0742958658702937,6.5603667542479265
0.5,4.0,4.0,1.2175353146529988,6.202268132291161
