Mach,alpha_deg,def_roll,Cll
11.0,0.0,15.0,-0.044
11.0,2.0,15.0,-0.046
11.0,4.0,15.0,-0.051
11.0,8.0,15.0,-0.057
11.0,12.0,15.0,-0.048
11.0,16.0,15.0,-0.038
11.0,20.0,15.0,-0.024
13.0,0.0,15.0,-0.043
13.0,2.0,15.0,-0.044
13.0,4.0,15.0,-0.051
13.0,8.0,15.0,-0.056
13.0,12.0,15.0,-0.045
13.0,16.0,15.0,-0.043
13.0,20.0,15.0,-0.02
