Mach,alpha_deg,Reynolds,CA
7,0,7.00E+07,0.18
7,4,1.00E+05,0.183
7,4,5.00E+05,0.183
7,4,1.00E+06,0.183
7,4,3.00E+06,0.183
7,4,5.00E+06,0.183
7,4,7.00E+06,0.183
7,4,1.00E+07,0.183
7,4,3.00E+07,0.183
7,4,5.00E+07,0.183
7,4,7.00E+07,0.183
7,8,1.00E+05,0.192
7,8,5.00E+05,0.192
7,8,1.00E+06,0.192
7,8,3.00E+06,0.192
7,8,5.00E+06,0.192
7,8,7.00E+06,0.192
7,8,1.00E+07,0.192
7,8,3.00E+07,0.192
7,8,5.00E+07,0.192
7,8,7.00E+07,0.192
7,12,1.00E+05,0.206
7,12,5.00E+05,0.206
7,12,1.00E+06,0.206
7,12,3.00E+06,0.206
7,12,5.00E+06,0.206
7,12,7.00E+06,0.206
7,12,1.00E+07,0.206
7,12,3.00E+07,0.206
7,12,5.00E+07,0.206
7,12,7.00E+07,0.206
7,16,1.00E+05,0.226
7,16,5.00E+05,0.226
7,16,1.00E+06,0.226
7,16,3.00E+06,0.226
7,16,5.00E+06,0.226
7,16,7.00E+06,0.226
7,16,1.00E+07,0.226
7,16,3.00E+07,0.226
7,16,5.00E+07,0.226
7,16,7.00E+07,0.226
7,20,1.00E+05,0.249
7,20,5.00E+05,0.249
7,20,1.00E+06,0.249
7,20,3.00E+06,0.249
7,20,5.00E+06,0.249
7,20,7.00E+06,0.249
7,20,1.00E+07,0.249
7,20,3.00E+07,0.249
7,20,5.00E+07,0.249
7,20,7.00E+07,0.249
8,0,1.00E+05,0.162
8,0,5.00E+05,0.162
8,0,1.00E+06,0.162
8,0,3.00E+06,0.162
8,0,5.00E+06,0.162
8,0,7.00E+06,0.162
8,0,1.00E+07,0.162
8,0,3.00E+07,0.162
8,0,5.00E+07,0.162
8,0,7.00E+07,0.162
8,4,1.00E+05,0.165
8,4,5.00E+05,0.165
8,4,1.00E+06,0.165
8,4,3.00E+06,0.165
8,4,5.00E+06,0.165
8,4,7.00E+06,0.165
