Mach,alpha_deg,Reynolds,CA
0.9,0.0,30000000.0,0.49
0.9,0.0,40000000.0,0.49
0.9,0.0,50000000.0,0.49
0.9,0.0,70000000.0,0.49
0.9,2.0,100000.0,0.746
0.9,2.0,500000.0,0.593
0.9,2.0,1000000.0,0.545
0.9,2.0,3000000.0,0.489
0.9,2.0,5000000.0,0.489
0.9,2.0,7000000.0,0.489
0.9,2.0,10000000.0,0.489
0.9,2.0,30000000.0,0.489
0.9,2.0,40000000.0,0.489
0.9,2.0,50000000.0,0.489
0.9,2.0,70000000.0,0.489
0.9,4.0,100000.0,0.743
0.9,4.0,500000.0,0.59
0.9,4.0,1000000.0,0.543
0.9,4.0,3000000.0,0.487
0.9,4.0,5000000.0,0.487
0.9,4.0,7000000.0,0.487
0.9,4.0,10000000.0,0.487
0.9,4.0,30000000.0,0.487
0.9,4.0,40000000.0,0.487
0.9,4.0,50000000.0,0.487
0.9,4.0,70000000.0,0.487
0.9,6.0,100000.0,0.739
0.9,6.0,500000.0,0.586
0.9,6.0,1000000.0,0.539
0.9,6.0,3000000.0,0.483
0.9,6.0,5000000.0,0.483
0.9,6.0,7000000.0,0.483
0.9,6.0,10000000.0,0.483
0.9,6.0,30000000.0,0.483
0.9,6.0,40000000.0,0.483
0.9,6.0,50000000.0,0.483
0.9,6.0,70000000.0,0.483
0.9,8.0,100000.0,0.732
0.9,8.0,500000.0,0.58
0.9,8.0,1000000.0,0.533
0.9,8.0,3000000.0,0.477
0.9,8.0,5000000.0,0.477
0.9,8.0,7000000.0,0.477
0.9,8.0,10000000.0,0.477
0.9,8.0,30000000.0,0.477
0.9,8.0,40000000.0,0.477
0.9,8.0,50000000.0,0.477
0.9,8.0,70000000.0,0.478
0.9,10.0,100000.0,0.725
0.9,10.0,500000.0,0.573
0.9,10.0,1000000.0,0.526
0.9,10.0,3000000.0,0.471
0.9,10.0,5000000.0,0.471
0.9,10.0,7000000.0,0.471
0.9,10.0,10000000.0,0.471
0.9,10.0,30000000.0,0.472
0.9,10.0,40000000.0,0.472
0.9,10.0,50000000.0,0.472
0.9,10.0,70000000.0,0.472
0.9,12.0,100000.0,0.722
0.9,12.0,500000.0,0.571
0.9,12.0,1000000.0,0.525
0.9,12.0,3000000.0,0.47
0.9,12.0,5000000.0,0.47
0.9,12.0,7000000.0,0.47
0.9,12.0,10000000.0,0.47
0.9,12.0,30000000.0,0.47
0.9,12.0,40000000.0,0.47
0.9,12.0,50000000.0,0.47
0.9,12.0,70000000.0,0.47
0.9,14.0,100000.0,0.721
0.9,14.0,500000.0,0.571
0.9,14.0,1000000.0,0.524
0.9,14.0,3000000.0,0.469
0.9,14.0,5000000.0,0.469
0.9,14.0,7000000.0,0.469
0.9,14.0,10000000.0,0.469
0.9,14.0,30000000.0,0.47
0.9,14.0,40000000.0,0.47
0.9,14.0,50000000.0,0.47
0.9,14.0,70000000.0,0.47
0.9,16.0,100000.0,0.714
0.9,16.0,500000.0,0.564
0.9,16.0,1000000.0,0.518
0.9,16.0,3000000.0,0.464
0.9,16.0,5000000.0,0.464
0.9,16.0,7000000.0,0.464
0.9,16.0,10000000.0,0.464
0.9,16.0,30000000.0,0.464
0.9,16.0,40000000.0,0.464
0.9,16.0,50000000.0,0.464
0.9,16.0,70000000.0,0.464
0.9,18.0,100000.0,0.696
0.9,18.0,500000.0,0.548
0.9,18.0,1000000.0,0.502
0.9,18.0,3000000.0,0.448
0.9,18.0,5000000.0,0.448
0.9,18.0,7000000.0,0.448
0.9,18.0,10000000.0,0.448
0.9,18.0,30000000.0,0.449
0.9,18.0,40000000.0,0.449
0.9,18.0,50000000.0,0.449
