Mach,alpha_deg,def_pitch,Cnd,Cmd
0.8,4.0,-2.0,5.299859604960113,-15.183381570966816
0.8,8.0,-2.0,5.443099053742819,-15.469860468532229
0.8,12.0,-2.0,5.299859604960116,-15.154733681210272
0.8,16.0,-2.0,4.640958140559679,-13.20667717776547
0.8,20.0,-2.0,3.2085636527326002,-9.052733163067002
1.2,0.0,-2.0,5.500394833255903,-16.443888720254623
1.2,2.0,-2.0,5.529042723012444,-16.47253661001117
1.2,4.0,-2.0,5.557690612768986,-16.615776058793877
1.2,8.0,-2.0,5.557690612768984,-16.64442394855042
1.2,12.0,-2.0,5.500394833255902,-16.415240830498085
1.2,16.0,-2.0,5.24256382544704,-15.613099917314944
1.2,20.0,-2.0,4.698253920072754,-14.066113870461713
2.0,0.0,-2.0,2.6069579678452457,-7.849521793292278
2.0,2.0,-2.0,2.6069579678452457,-7.87816968304882
2.0,4.0,-2.0,2.721549526871411,-8.250592249883855
2.0,8.0,-2.0,2.8647889756541156,-8.594366926962348
2.0,12.0,-2.0,2.893436865410657,-8.680310596231973
2.0,16.0,-2.0,2.8361410858975677,-8.59436692696235
2.0,20.0,-2.0,2.8361410858975806,-8.508423257692723
3.0,0.0,-2.0,1.604281826366305,-4.841493368855456
3.0,2.0,-2.0,1.6042818263663052,-4.870141258611998
3.0,4.0,-2.0,1.632929716122846,-4.898789148368538
3.0,8.0,-2.0,1.7188733853924711,-5.156620156177409
3.0,12.0,-2.0,1.8048170546620979,-5.357155384473197
3.0,16.0,-2.0,1.7475212751490092,-5.271211715203574
3.0,20.0,-2.0,1.77616916490556,-5.328507494716656
4.0,0.0,-2.0,1.1745634800181877,-3.4950425502980216
4.0,2.0,-2.0,1.1745634800181879,-3.4950425502980216
4.0,4.0,-2.0,1.174563480018187,-3.580986219567645
4.0,8.0,-2.0,1.260507149287809,-3.810169337619974
4.0,12.0,-2.0,1.3464508185574389,-4.068000345428845
4.0,16.0,-2.0,1.4323944878270594,-4.325831353237716
4.0,20.0,-2.0,1.5469860468532304,-4.612310250803127
5.0,0.0,-2.0,0.9167324722093172,-2.7501974166279517
5.0,2.0,-2.0,0.9167324722093172,-2.7501974166279517
5.0,4.0,-2.0,0.9453803619658584,-2.836141085897575
5.0,8.0,-2.0,1.059971920992024,-3.1512678732195276
5.0,12.0,-2.0,1.1459155902616474,-3.43774677078494
5.0,16.0,-2.0,1.2318592595312678,-3.7528735581068924
5.0,20.0,-2.0,1.317802928800901,-4.010704565915761
0.3,0.0,0.0,0.0,0.0
0.3,2.0,0.0,0.0,0.0
0.3,4.0,0.0,0.0,0.0
0.3,8.0,0.0,0.0,0.0
0.3,12.0,0.0,0.0,0.0
0.3,16.0,0.0,0.0,0.0
0.3,20.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0
0.5,2.0,0.0,0.0,0.0
0.5,4.0,0.0,0.0,0.0
0.5,8.0,0.0,0.0,0.0
0.5,12.0,0.0,0.0,0.0
0.5,16.0,0.0,0.0,0.0
0.5,20.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.8,2.0,0.0,0.0,0.0
0.8,4.0,0.0,0.0,0.0
0.8,8.0,0.0,0.0,0.0
0.8,12.0,0.0,0.0,0.0
0.8,16.0,0.0,0.0,0.0
0.8,20.0,0.0,0.0,0.0
1.2,0.0,0.0,0.0,0.0
1.2,2.0,0.0,0.0,0.0
1.2,4.0,0.0,0.0,0.0
1.2,8.0,0.0,0.0,0.0
1.2,12.0,0.0,0.0,0.0
1.2,16.0,0.0,0.0,0.0
1.2,20.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0
2.0,4.0,0.0,0.0,0.0
2.0,8.0,0.0,0.0,0.0
2.0,12.0,0.0,0.0,0.0
2.0,16.0,0.0,0.0,0.0
2.0,20.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.0,2.0,0.0,0.0,0.0
3.0,4.0,0.0,0.0,0.0
3.0,8.0,0.0,0.0,0.0
3.0,12.0,0.0,0.0,0.0
3.0,16.0,0.0,0.0,0.0
3.0,20.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.0,2.0,0.0,0.0,0.0
4.0,4.0,0.0,0.0,0.0
4.0,8.0,0.0,0.0,0.0
4.0,12.0,0.0,0.0,0.0
4.0,16.0,0.0,0.0,0.0
4.0,20.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.0,2.0,0.0,0.0,0.0
5.0,4.0,0.0,0.0,0.0
5.0,8.0,0.0,0.0,0.0
5.0,12.0,0.0,0.0,0.0
5.0,16.0,0.0,0.0,0.0
5.0,20.0,0.0,0.0,0.0
